price,carat,clarity,cut,color,depth,table,x,y,z,date
9033,1.5,VS1,Very Good,I,62.8,58,7.17,7.23,4.52,4/6/2012
4801,0.9,VS2,Premium,F,62.4,58,6.15,6.22,3.86,4/6/2012
2804,0.9,SI1,Fair,I,67.3,59,5.93,5.84,3.96,4/6/2012
3763,1.12,SI2,Ideal,H,61.4,56,6.69,6.66,4.1,4/6/2012
605,0.3,VS1,Ideal,G,62.5,57,4.29,4.32,2.69,4/6/2012
7602,1.01,VS2,Ideal,D,60.6,57,6.54,6.46,3.94,4/6/2012
1063,0.35,VS2,Ideal,D,61.5,56,4.55,4.53,2.79,4/6/2012
628,0.35,VVS1,Ideal,I,61.6,55,4.55,4.58,2.81,4/6/2012
8075,1.4,SI1,Ideal,H,62.4,56,7.11,7.18,4.46,4/6/2012
776,0.3,VS1,Premium,G,62.2,59,4.31,4.28,2.67,4/6/2012
15930,2.03,SI2,Premium,H,61.6,58,8.09,8.17,5.01,4/6/2012
609,0.29,VVS1,Very Good,E,59.5,61,4.29,4.31,2.56,4/6/2012
558,0.31,VS2,Ideal,I,59.9,57,4.4,4.38,2.63,4/6/2012
1909,0.68,SI1,Premium,D,59.8,59,5.72,5.66,3.4,4/6/2012
649,0.41,SI2,Premium,H,60.9,60,4.84,4.81,2.94,4/6/2012
10016,1.13,VS1,Ideal,F,60.9,57,6.73,6.76,4.11,4/6/2012
3314,0.75,VS1,Very Good,E,61.5,54,5.88,5.82,3.6,4/6/2012
3123,0.9,SI2,Very Good,G,64.2,56,6.04,6.11,3.9,4/6/2012
7727,1.54,SI2,Premium,I,60.1,61,7.46,7.41,4.47,4/6/2012
964,0.5,SI2,Ideal,H,62.4,55,5.09,5.11,3.18,4/6/2012
432,0.32,SI1,Ideal,I,62.4,57,4.35,4.37,2.72,4/6/2012
561,0.32,VS2,Very Good,G,59.9,57,4.47,4.51,2.69,4/6/2012
2441,0.71,SI1,Premium,E,60.4,62,5.72,5.67,3.44,4/6/2012
1081,0.55,SI2,Premium,G,60.3,58,5.33,5.35,3.22,4/6/2012
2091,0.6,VS1,Ideal,G,61.3,60,5.39,5.41,3.31,4/6/2012
1265,0.58,SI2,Very Good,E,63.5,60,5.24,5.28,3.34,4/6/2012
781,0.36,VS1,Very Good,F,61.3,54,4.63,4.65,2.84,4/6/2012
4541,1.02,SI2,Ideal,F,60.7,56,6.53,6.5,3.95,4/6/2012
732,0.31,SI1,Premium,D,62,58,4.35,4.3,2.68,4/6/2012
490,0.31,SI1,Ideal,F,62.3,55,4.34,4.39,2.72,4/6/2012
399,0.25,VS2,Very Good,D,61.1,60,4.07,4.11,2.5,4/6/2012
633,0.29,IF,Good,F,56.8,65,4.37,4.4,2.49,4/6/2012
2726,0.81,SI2,Ideal,F,62.9,57,5.97,5.93,3.74,4/6/2012
1212,0.57,VS1,Premium,I,61.6,58,5.33,5.28,3.27,4/6/2012
2100,0.5,VS2,Ideal,E,60.5,56,5.18,5.16,3.13,4/6/2012
807,0.4,VVS2,Ideal,I,62,56,4.74,4.77,2.95,4/6/2012
11514,1.7,VS1,Very Good,I,60.6,59,7.64,7.67,4.64,4/6/2012
1882,0.51,VS2,Ideal,D,62.1,56,5.16,5.11,3.19,4/6/2012
821,0.31,VS1,Ideal,F,61.4,55,4.39,4.4,2.7,4/6/2012
8543,1.27,VS1,Ideal,G,60.9,57,7.02,6.97,4.26,4/6/2012
6589,1.11,VS2,Premium,F,63,56,6.62,6.49,4.15,4/6/2012
2484,0.75,SI1,Premium,D,61.3,59,5.89,5.82,3.59,4/6/2012
1024,0.35,VVS2,Premium,G,62.2,58,4.54,4.49,2.81,4/6/2012
8374,1,VVS2,Good,D,60.2,62,6.42,6.46,3.88,4/6/2012
696,0.34,VS1,Good,F,60.6,63,4.46,4.59,2.74,4/6/2012
1286,0.59,SI2,Ideal,E,62.2,55,5.38,5.4,3.35,4/6/2012
890,0.43,VS1,Very Good,E,61.3,56,4.85,4.88,2.98,4/6/2012
10093,1.07,VVS2,Ideal,F,60.3,55,6.65,6.68,4.02,4/6/2012
3998,1.02,SI2,Very Good,H,63.5,60,6.33,6.24,3.99,4/6/2012
6116,1.27,VS2,Premium,I,62.6,59,6.95,6.86,4.32,4/6/2012
872,0.37,VS1,Ideal,D,61.8,56,4.61,4.64,2.86,4/6/2012
13109,2.01,VS2,Very Good,J,61.1,59,8.04,8.07,4.92,4/6/2012
5179,1.13,SI2,Very Good,H,62,58,6.67,6.71,4.15,4/6/2012
6058,1.21,SI1,Very Good,H,63.3,57,6.77,6.7,4.26,4/6/2012
16558,2.24,SI2,Very Good,I,61.7,57.7,8.37,8.43,5.18,4/6/2012
475,0.3,SI1,Ideal,H,62.5,53.9,4.29,4.32,2.69,4/6/2012
1846,0.54,VVS1,Ideal,H,60.4,55,5.27,5.32,3.2,4/6/2012
5476,1.2,SI1,Very Good,I,62.6,57,6.74,6.77,4.23,4/6/2012
4401,0.9,SI1,Very Good,G,62.9,54,6.14,6.16,3.87,4/6/2012
18257,2.03,SI1,Very Good,G,61.3,59,8.08,8.11,4.96,4/6/2012
10076,1.53,VS1,Very Good,H,59.5,63,7.51,7.44,4.45,4/6/2012
765,0.34,VS2,Ideal,G,61,57,4.5,4.48,2.74,4/6/2012
17038,2.14,VS2,Premium,I,60.7,59,8.28,8.33,5.04,4/6/2012
1374,0.33,VVS1,Ideal,E,61.9,57,4.46,4.43,2.75,4/6/2012
1706,0.5,IF,Very Good,H,61.3,60,5.08,5.17,3.14,4/6/2012
2222,0.64,VS1,Good,F,57.7,61,5.68,5.75,3.29,4/6/2012
3108,0.75,VS2,Premium,E,59.9,61,5.97,5.91,3.56,4/6/2012
6604,1.05,VS2,Ideal,G,62.8,57,6.49,6.45,4.06,4/6/2012
2994,0.71,VS1,Very Good,G,59.3,55,5.88,5.95,3.51,4/6/2012
1698,0.55,SI1,Premium,D,62.7,59,5.25,5.22,3.28,4/6/2012
1046,0.31,VVS1,Ideal,G,61.9,55,4.36,4.3,2.68,4/6/2012
4098,0.94,SI2,Premium,E,62.4,58,6.26,6.33,3.93,4/6/2012
4004,1,SI2,Very Good,E,58.8,62,6.5,6.53,3.83,4/6/2012
13777,2.01,SI2,Ideal,I,62.5,55,8.12,8.08,5.06,4/6/2012
1114,0.33,IF,Premium,H,60.3,59,4.49,4.47,2.7,4/6/2012
3915,1,SI1,Premium,H,62.9,60,6.36,6.32,3.99,4/6/2012
3199,1.02,I1,Very Good,E,60.6,63,6.52,6.46,3.93,4/6/2012
4611,1.03,SI2,Ideal,H,61.6,54,6.51,6.55,4.02,4/6/2012
992,0.42,VS2,Premium,H,62.1,57,4.8,4.76,2.97,4/6/2012
11888,1.09,IF,Ideal,F,61.6,55,6.59,6.65,4.08,4/6/2012
1076,0.41,VS1,Premium,F,61.2,57,4.8,4.77,2.93,6/21/2012
709,0.3,SI1,Premium,D,62.2,61,4.28,4.24,2.65,6/21/2012
789,0.3,VVS1,Very Good,G,62.7,59,4.22,4.27,2.66,6/21/2012
962,0.39,VVS2,Very Good,E,62.2,55,4.66,4.7,2.91,6/21/2012
744,0.31,VS1,Ideal,F,62.4,55,4.37,4.35,2.72,6/21/2012
6663,1.06,VS1,Very Good,G,63.1,57,6.42,6.49,4.07,6/21/2012
2856,0.97,I1,Ideal,F,60.7,56,6.43,6.41,3.9,6/21/2012
1207,0.44,VVS1,Ideal,G,60.3,57,4.92,4.96,2.98,6/21/2012
17617,2.08,SI1,Premium,H,62.6,59,8.1,8.13,5.08,6/21/2012
1226,0.52,SI2,Ideal,F,60.9,57,5.22,5.2,3.17,6/21/2012
1323,0.5,VS2,Premium,F,61.7,60,5.06,5.02,3.11,6/21/2012
568,0.38,SI2,Ideal,F,60.9,56,4.69,4.74,2.87,6/21/2012
4057,1.02,SI2,Premium,F,61.1,62,6.54,6.49,3.98,6/21/2012
1673,0.67,SI2,Ideal,F,62,58,5.6,5.63,3.48,6/21/2012
721,0.38,VVS2,Ideal,I,62,55,4.64,4.69,2.89,6/21/2012
8342,1.52,SI2,Premium,F,62.3,59,7.37,7.33,4.58,6/21/2012
4290,1.04,SI2,Ideal,H,61.1,56,6.6,6.66,4.05,6/21/2012
6366,1.39,VS2,Ideal,J,60.3,57,7.26,7.24,4.37,6/21/2012
5436,1.22,SI2,Premium,G,58.3,61,7,6.92,4.06,6/21/2012
3016,0.76,VS2,Ideal,H,61.9,55,5.85,5.88,3.64,6/21/2012
723,0.33,VS2,Ideal,E,62.3,55,4.43,4.46,2.77,6/21/2012
1608,0.57,VS2,Ideal,G,61.8,57,5.3,5.32,3.28,6/21/2012
339,0.3,SI1,Good,J,64,55,4.25,4.28,2.73,6/21/2012
1568,0.5,VS2,Very Good,E,62.4,57,5.01,5.03,3.13,6/21/2012
5949,1.28,SI2,Premium,H,61.9,56,7.02,6.94,4.32,6/21/2012
8663,1.47,SI1,Very Good,H,62.9,58,7.18,7.23,4.53,6/21/2012
3856,1.02,SI2,Premium,I,62,59,6.45,6.42,3.99,6/21/2012
432,0.24,VVS2,Very Good,H,60.7,58,4.04,4.07,2.46,6/21/2012
2841,0.82,SI2,Ideal,F,61.7,53,6,6.12,3.74,6/21/2012
778,0.44,SI1,Premium,E,62.3,58,4.85,4.88,3.03,6/21/2012
3701,1.08,SI2,Premium,G,59.3,61,6.66,6.61,3.94,6/21/2012
1813,0.53,VS2,Ideal,E,61.3,55,5.24,5.2,3.2,6/21/2012
683,0.41,SI1,Premium,H,60.9,60,4.79,4.83,2.93,6/21/2012
5667,1.1,SI1,Very Good,F,60.5,60,6.65,6.67,4.03,6/21/2012
1364,0.55,SI2,Ideal,D,61.6,56,5.28,5.31,3.26,6/21/2012
1170,0.39,VS1,Ideal,D,60.3,56,4.77,4.71,2.86,6/21/2012
789,0.31,VVS1,Ideal,G,61.8,54,4.39,4.41,2.72,6/21/2012
472,0.23,VVS1,Good,F,60.3,66,3.93,3.96,2.38,6/21/2012
1192,0.41,VVS2,Premium,F,61,59,4.83,4.77,2.93,6/21/2012
531,0.37,SI1,Ideal,G,61.1,56,4.64,4.66,2.84,6/21/2012
5741,1.01,VS2,Premium,G,63,58,6.42,6.37,4.03,6/21/2012
5078,1.08,SI1,Premium,H,62.6,58,6.53,6.56,4.1,6/21/2012
17052,1.71,VS2,Very Good,F,58.5,61,7.88,7.79,4.58,6/21/2012
4669,1.21,SI2,Good,F,63.7,64,6.73,6.63,4.25,6/21/2012
6517,1.15,SI1,Ideal,E,60.2,57,6.8,6.77,4.09,6/21/2012
4872,1.01,SI1,Premium,G,62.6,59,6.38,6.3,3.97,6/21/2012
734,0.31,VS2,Ideal,D,60.4,56,4.39,4.42,2.66,6/21/2012
680,0.31,VS2,Premium,E,60.8,58,4.35,4.37,2.65,6/21/2012
4586,1.03,SI2,Premium,F,62.4,59,6.45,6.38,4,6/21/2012
516,0.34,SI1,Ideal,H,61.3,56,4.48,4.52,2.76,6/21/2012
6191,1.02,SI1,Ideal,D,62.3,57,6.41,6.44,4,6/21/2012
5217,1.02,VS2,Premium,H,61.2,58,6.47,6.5,3.97,6/21/2012
2930,0.71,VVS1,Ideal,G,61.7,57,5.75,5.7,3.53,6/21/2012
998,0.38,VS1,Premium,F,60.9,58,4.71,4.68,2.86,6/21/2012
4574,1.21,SI1,Premium,J,59.7,60,6.93,6.9,4.13,6/21/2012
12174,1.63,VVS2,Ideal,I,62.3,54.7,7.49,7.52,4.69,6/21/2012
765,0.34,VS2,Premium,G,61.3,58,4.53,4.51,2.77,6/21/2012
499,0.26,VS1,Very Good,F,60.4,56,4.14,4.16,2.51,6/21/2012
1147,0.7,I1,Fair,I,68.6,57,5.46,5.34,3.71,6/21/2012
1736,0.45,VVS1,Premium,D,61.5,55,5.02,4.97,3.07,6/21/2012
5396,1,SI1,Ideal,E,62.3,55,6.41,6.34,3.97,6/21/2012
6526,1.19,SI1,Very Good,F,60.8,59,6.85,6.89,4.18,6/21/2012
9814,1.5,VVS1,Ideal,J,62.2,59,7.3,7.32,4.55,6/21/2012
2406,0.65,VS1,Very Good,F,59.3,56,5.64,5.76,3.37,6/21/2012
9256,1.63,SI1,Premium,I,62,54,7.67,7.6,4.73,6/21/2012
658,0.3,VS2,Ideal,E,62,55,4.25,4.3,2.65,6/21/2012
1060,0.31,IF,Premium,E,61,59,4.36,4.39,2.67,6/21/2012
5460,1,VS1,Fair,H,55.8,60,6.66,6.61,3.7,6/21/2012
2362,0.7,VS2,Good,F,62.9,58,5.61,5.65,3.54,6/21/2012
6169,1.02,VS2,Premium,G,59.8,58,6.58,6.54,3.92,6/21/2012
4571,1.06,SI2,Premium,G,61.5,58,6.6,6.54,4.04,6/21/2012
10317,1.69,SI2,Very Good,E,62.6,59,7.53,7.61,4.74,6/21/2012
5373,1.06,VS2,Ideal,H,61.2,55,6.61,6.57,4.03,6/21/2012
439,0.27,VS1,Very Good,G,61.9,56,4.14,4.17,2.57,6/21/2012
432,0.24,VVS1,Premium,H,60.8,59,4,4.02,2.44,6/21/2012
17759,2.01,SI2,Very Good,E,59.3,61,8.14,8.19,4.84,6/21/2012
12968,1.52,VS1,Very Good,G,62.1,57,7.27,7.32,4.53,6/21/2012
17607,2.48,SI2,Premium,I,63,62,8.62,8.58,5.42,6/21/2012
746,0.37,VS2,Premium,F,62.7,58,4.55,4.58,2.86,6/21/2012
11405,1.5,SI1,Ideal,F,62,53,7.32,7.29,4.53,6/21/2012
2737,0.72,SI1,Ideal,F,61.2,55,5.78,5.82,3.55,6/21/2012
608,0.37,VS2,Very Good,H,63.5,59,4.51,4.55,2.88,6/21/2012
1443,0.51,SI1,Premium,E,60.3,56,5.27,5.17,3.15,6/21/2012
4338,1.01,SI2,Good,D,57.6,62,6.66,6.56,3.81,6/21/2012
565,0.3,VS1,Very Good,G,60.2,62,4.3,4.31,2.59,6/21/2012
4382,1.03,SI2,Ideal,H,62.5,54,6.46,6.5,4.05,6/21/2012
2395,0.73,SI2,Very Good,E,62.1,58,5.75,5.81,3.59,6/21/2012
2228,0.78,SI1,Very Good,I,63.1,56,5.88,5.82,3.69,6/21/2012
2823,0.61,VVS2,Ideal,E,61.3,54,5.51,5.59,3.4,6/21/2012
4033,0.91,VS2,Ideal,H,62.6,57,6.2,6.23,3.89,6/21/2012
3629,1.08,SI2,Ideal,H,62,57,6.65,6.55,4.06,6/21/2012
4093,1.13,SI2,Premium,J,59.7,59,6.85,6.76,4.06,7/2/2012
827,0.41,VS2,Ideal,G,62.7,56,4.71,4.76,2.97,7/2/2012
2498,0.73,SI1,Premium,D,60.5,58,5.85,5.82,3.53,7/2/2012
15083,1.98,VS2,Very Good,I,62.7,60,7.9,7.96,4.98,7/2/2012
2473,0.55,VVS1,Ideal,G,61.5,55,5.28,5.26,3.24,7/2/2012
4764,1.07,SI2,Ideal,F,61.5,57,6.6,6.57,4.05,7/2/2012
2732,0.9,SI2,Premium,H,61.1,58,6.21,6.13,3.77,7/2/2012
798,0.4,SI2,Good,D,63.8,54,4.73,4.7,3.01,7/2/2012
1687,0.51,SI1,Premium,D,60.1,60,5.18,5.14,3.1,7/2/2012
1436,0.5,SI1,Very Good,D,58.8,60,5.18,5.2,3.05,7/2/2012
2870,0.72,SI1,Ideal,F,61.5,56,5.72,5.79,3.54,7/2/2012
2107,0.7,SI1,Very Good,H,61.5,57,5.64,5.68,3.48,7/2/2012
7107,1.01,VS1,Very Good,F,63.2,58,6.32,6.34,4,7/2/2012
1786,0.54,VS2,Ideal,F,62.2,57,5.24,5.21,3.25,7/2/2012
3263,0.75,VS2,Ideal,E,62.4,57,5.76,5.81,3.61,7/2/2012
895,0.4,VVS2,Ideal,E,61.1,57,4.77,4.79,2.92,7/2/2012
678,0.24,VVS1,Ideal,F,62,56,3.99,4.01,2.48,7/2/2012
2555,0.79,SI2,Premium,F,62.2,57,5.94,5.9,3.68,7/2/2012
698,0.31,SI1,Premium,E,62.6,60,4.35,4.31,2.71,7/2/2012
15646,2.18,SI1,Ideal,I,61.2,56,8.39,8.51,5.17,7/2/2012
3584,1,SI2,Premium,F,60.2,58,6.47,6.42,3.88,7/2/2012
487,0.28,VS2,Very Good,F,60.8,58,4.19,4.26,2.57,7/2/2012
664,0.29,VVS2,Very Good,F,62.7,58,4.22,4.26,2.66,7/2/2012
1033,0.34,VS2,Premium,D,62.1,58,4.5,4.45,2.78,7/2/2012
6509,1.23,SI1,Ideal,G,61.4,56,6.94,6.91,4.25,7/2/2012
6097,1.01,VS2,Premium,F,59.9,61,6.5,6.46,3.88,7/2/2012
3894,1,SI2,Good,D,64.3,53,6.29,6.34,4.06,7/2/2012
9116,1.23,VS1,Ideal,G,61.8,58,6.85,6.9,4.25,7/2/2012
734,0.31,VS2,Ideal,D,62,55,4.33,4.35,2.69,7/2/2012
14750,2.06,VS1,Fair,J,64.6,58,7.91,8.04,5.15,7/2/2012
3744,0.78,VS1,Very Good,F,61.7,55,5.89,5.94,3.65,7/2/2012
3927,1.02,SI1,Very Good,I,60.4,58,6.52,6.56,3.95,7/2/2012
1257,0.64,SI2,Ideal,I,61.2,55,5.54,5.6,3.41,7/2/2012
3353,0.81,SI1,Ideal,D,61.9,57,6.01,5.97,3.71,7/2/2012
550,0.3,SI1,Ideal,F,61.4,55,4.31,4.34,2.65,7/2/2012
11209,2.04,VS2,Premium,J,60.9,59,8.25,8.21,5.01,7/2/2012
2479,0.7,VS2,Premium,G,62.1,58,5.68,5.63,3.51,7/2/2012
6233,1.23,SI2,Very Good,F,61.9,58,6.77,6.79,4.2,7/2/2012
2161,0.61,VS1,Ideal,E,61.6,57,5.42,5.45,3.35,7/2/2012
1668,0.55,SI1,Ideal,E,60.7,57,5.3,5.27,3.21,7/2/2012
675,0.3,VS2,Ideal,G,63,55,4.31,4.29,2.71,7/2/2012
2333,0.72,VS2,Premium,I,60.9,60,5.8,5.76,3.52,7/2/2012
7457,1.07,VVS2,Very Good,G,61.6,57,6.55,6.59,4.05,7/2/2012
1580,0.56,VS1,Very Good,H,62.8,56,5.23,5.28,3.3,7/2/2012
540,0.32,SI2,Good,F,63.8,55,4.35,4.34,2.77,7/2/2012
911,0.3,VS2,Ideal,D,60.8,57,4.34,4.31,2.63,7/2/2012
720,0.32,SI1,Ideal,E,61.8,55,4.45,4.42,2.74,7/2/2012
5906,1,VS1,Good,G,64.4,58,6.23,6.29,4.03,7/2/2012
681,0.37,SI1,Good,D,63.7,55,4.55,4.59,2.91,7/2/2012
516,0.4,SI2,Ideal,H,61.6,56,4.73,4.75,2.92,7/2/2012
573,0.3,VS2,Ideal,F,60.5,58,4.3,4.36,2.62,7/2/2012
5221,1.11,VVS2,Good,I,60.1,64,6.73,6.62,4.02,7/2/2012
645,0.32,VS1,Ideal,G,61.9,55,4.39,4.43,2.73,7/2/2012
3755,1.03,SI2,Very Good,G,63,60,6.35,6.39,4.01,7/2/2012
4125,0.91,VS2,Good,G,59.9,61,6.2,6.33,3.75,7/2/2012
1024,0.42,VS2,Premium,E,61.9,59,4.81,4.75,2.96,7/2/2012
849,0.4,VVS2,Very Good,E,63,55,4.72,4.74,2.98,7/2/2012
3332,0.98,SI2,Fair,G,66.6,56,6.12,6.02,4.04,7/2/2012
612,0.32,SI1,Premium,G,62.6,58,4.35,4.31,2.71,7/2/2012
605,0.3,VVS2,Very Good,H,60.6,58,4.33,4.35,2.63,7/2/2012
1100,0.52,SI2,Ideal,G,61.1,56,5.19,5.22,3.18,7/2/2012
2905,0.91,SI1,Very Good,J,63.5,58,6.17,6.12,3.9,7/2/2012
497,0.34,SI1,Fair,J,64.5,57,4.38,4.36,2.82,7/2/2012
2793,0.76,VS2,Ideal,I,61.3,56,5.87,5.91,3.61,7/2/2012
3679,0.9,SI2,Ideal,F,62.3,57,6.19,6.17,3.85,7/2/2012
2025,0.51,VVS2,Ideal,F,61.4,56,5.16,5.17,3.17,7/2/2012
10628,1.51,VS2,Good,H,63.5,60,7.24,7.27,4.61,7/2/2012
2459,0.7,SI1,Good,E,61.7,59,5.62,5.66,3.48,7/2/2012
833,0.38,VS1,Ideal,G,60.8,56,4.66,4.71,2.85,7/2/2012
3180,0.91,SI1,Fair,H,64.8,57,6.12,6.07,3.95,7/2/2012
10962,1.5,SI1,Very Good,F,63.4,58,7.2,7.16,4.55,7/2/2012
10685,2,I1,Ideal,F,60.3,56,8.27,8.16,4.94,7/2/2012
9295,1.52,SI1,Good,I,64,58,7.27,7.2,4.63,7/2/2012
7577,1.07,VS2,Ideal,G,61.6,57,6.55,6.61,4.05,7/2/2012
3473,0.9,SI2,Fair,D,64.9,57,6.03,5.98,3.9,7/2/2012
6095,1.31,VS2,Premium,H,59.6,58,7.14,7.08,4.24,7/2/2012
461,0.32,SI1,Good,H,63.7,55,4.3,4.33,2.75,7/2/2012
628,0.31,VS2,Ideal,H,62.6,57,4.38,4.34,2.73,7/2/2012
571,0.31,SI1,Very Good,D,63,55,4.32,4.34,2.73,7/2/2012
573,0.3,VS2,Ideal,F,62.3,55,4.3,4.34,2.69,7/2/2012
1935,0.56,VS2,Premium,F,60.5,59,5.42,5.33,3.25,7/2/2012
4166,1.01,SI1,Premium,I,61.8,59,6.37,6.44,3.96,7/2/2012
18168,2.2,SI2,Ideal,G,62,57,8.31,8.27,5.14,7/2/2012
8024,1.61,SI1,Premium,F,62.9,59,7.5,7.43,4.69,7/2/2012
12094,2.02,SI2,Very Good,G,63.1,57,8.01,7.97,5.04,7/2/2012
3454,0.74,VS2,Ideal,D,62.2,56,5.79,5.81,3.61,7/2/2012
3544,0.81,VS1,Ideal,G,62.3,57,5.99,5.95,3.72,7/2/2012
574,0.3,SI1,Premium,G,59.7,60,4.39,4.35,2.61,7/2/2012
2839,0.71,VVS2,Premium,G,60.3,58,5.82,5.78,3.5,7/2/2012
7500,1.5,SI2,Premium,H,62.1,59,7.28,7.24,4.51,7/2/2012
1145,0.37,VVS2,Premium,D,61,60,4.64,4.61,2.82,7/2/2012
545,0.26,IF,Ideal,H,62.1,55,4.09,4.13,2.55,7/2/2012
3726,0.9,SI1,Good,H,57.1,56,6.33,6.28,3.6,7/2/2012
948,0.43,SI1,Very Good,E,63.1,56,4.83,4.8,3.04,7/2/2012
1212,0.38,IF,Ideal,F,62.2,54,4.64,4.69,2.9,7/2/2012
683,0.41,SI2,Premium,D,61.2,59,4.77,4.8,2.93,7/2/2012
11238,2.36,SI2,Ideal,I,60.8,54,8.68,8.57,5.24,7/2/2012
969,0.41,SI1,Ideal,E,62.1,54,4.81,4.76,2.97,7/2/2012
3750,0.9,VS1,Fair,F,65.7,59,5.96,5.92,3.9,7/2/2012
13553,1.61,VS2,Ideal,G,62.2,56,7.52,7.47,4.66,7/2/2012
1002,0.33,VS2,Ideal,D,60.9,55,4.5,4.46,2.73,7/2/2012
2753,0.74,SI1,Good,D,63.1,59,5.71,5.74,3.61,7/2/2012
2872,0.7,SI1,Ideal,D,61.8,56,5.63,5.73,3.51,7/2/2012
761,0.42,SI1,Very Good,H,58.6,61,4.92,4.95,2.89,7/2/2012
1754,0.53,VS1,Ideal,G,61.2,55,5.23,5.26,3.21,8/11/2012
5386,1.11,SI1,Ideal,H,62.7,56,6.65,6.59,4.15,8/11/2012
706,0.45,SI2,Ideal,D,62,55,4.92,4.95,3.06,8/11/2012
14489,1.94,VS2,Very Good,I,60.2,58,8.04,8.1,4.86,8/11/2012
1991,0.72,VS2,Premium,I,61.1,61,5.79,5.74,3.52,8/11/2012
5997,0.96,VS2,Very Good,E,58.7,58,6.47,6.51,3.81,8/11/2012
665,0.3,VVS2,Ideal,G,62.5,55,4.3,4.34,2.7,8/11/2012
8157,1.02,VS1,Ideal,F,61,56,6.52,6.49,3.97,8/11/2012
904,0.41,SI1,Ideal,E,61.4,57,4.8,4.78,2.94,8/11/2012
2977,0.81,SI1,Ideal,F,61.9,57,5.98,6.01,3.71,8/11/2012
3522,0.72,VS1,Ideal,D,61.6,56,5.73,5.8,3.55,8/11/2012
4227,1,SI2,Premium,G,62.9,60,6.35,6.3,3.98,8/11/2012
16309,2.03,VS2,Premium,I,58.5,60,8.37,8.34,4.89,8/11/2012
5443,1.24,VS2,Ideal,J,62.3,56,6.84,6.91,4.28,8/11/2012
876,0.41,SI2,Premium,E,61.3,57,4.83,4.79,2.95,8/11/2012
3504,0.7,VS2,Ideal,E,61.3,57,5.73,5.75,3.52,8/11/2012
854,0.33,VS1,Ideal,G,62.1,56,4.42,4.4,2.74,8/11/2012
841,0.48,SI2,Ideal,G,62,54,5.04,5.06,3.13,8/11/2012
961,0.41,VS1,Ideal,G,59.8,57,4.86,4.81,2.89,8/11/2012
526,0.3,SI1,Premium,E,62.5,59,4.28,4.3,2.68,8/11/2012
5292,1,SI1,Ideal,F,61.9,56,6.41,6.36,3.95,8/11/2012
596,0.34,SI1,Ideal,E,61,57,4.48,4.51,2.74,8/11/2012
7812,1,VS1,Premium,D,62.1,55,6.41,6.34,3.96,8/11/2012
790,0.4,VS2,Ideal,F,62.6,56,4.71,4.72,2.95,8/11/2012
5952,1.12,VS1,Premium,H,62.1,58,6.64,6.6,4.11,8/11/2012
9225,1.17,VVS2,Ideal,G,60.6,56,6.87,6.84,4.15,8/11/2012
1115,0.41,VVS2,Ideal,F,61.7,57,4.73,4.8,2.94,8/11/2012
6333,1.02,VS2,Ideal,G,60.6,56,6.56,6.52,3.96,8/11/2012
4010,1.17,SI2,Good,G,63.6,62,6.65,6.55,4.2,8/11/2012
14915,1.52,VS2,Ideal,F,62.5,55,7.42,7.31,4.6,8/11/2012
3897,1.01,SI2,Good,F,64.3,57,6.32,6.25,4.04,8/11/2012
3004,0.78,SI1,Ideal,G,60.6,57,5.95,5.97,3.61,8/11/2012
2015,0.71,SI2,Good,D,56.6,63,5.9,5.76,3.3,8/11/2012
1314,0.46,VVS2,Premium,G,61.3,60,4.94,5.01,3.05,8/11/2012
5241,1.03,SI1,Very Good,F,60.6,63,6.47,6.5,3.93,8/11/2012
16472,2.17,SI2,Premium,D,62.2,59,8.28,8.34,5.17,8/11/2012
844,0.3,VS2,Premium,E,62,59,4.31,4.27,2.66,8/11/2012
1130,0.41,VVS1,Premium,E,60,61,4.86,4.78,2.89,8/11/2012
4134,1.11,SI2,Premium,F,62.5,59,6.59,6.53,4.1,8/11/2012
6936,1.01,VS1,Very Good,G,63.1,57,6.32,6.39,4.01,8/11/2012
7127,1.01,VS1,Premium,F,61.3,58,6.52,6.44,3.97,8/11/2012
2259,0.7,SI2,Ideal,F,62,55,5.69,5.73,3.54,8/11/2012
2398,0.72,SI1,Premium,H,62.5,57,5.73,5.67,3.56,8/11/2012
3770,1.01,SI2,Very Good,I,62.1,56,6.41,6.45,3.99,8/11/2012
550,0.33,SI1,Very Good,F,62.8,58,4.4,4.42,2.77,8/11/2012
502,0.31,SI1,Good,D,63.3,59,4.24,4.29,2.7,8/11/2012
1255,0.39,VVS2,Good,D,63.6,60.2,4.58,4.62,2.93,8/11/2012
357,0.23,VS1,Very Good,F,60.9,57,3.96,3.99,2.42,8/11/2012
2858,0.7,VVS2,Ideal,G,62.1,56,5.63,5.71,3.52,8/11/2012
14251,2.51,SI2,Good,G,59.5,65,8.87,8.74,5.24,8/11/2012
6192,1.2,VS1,Very Good,I,62.6,59,6.69,6.73,4.2,8/11/2012
10107,1.8,SI1,Very Good,J,61.4,55,7.86,7.8,4.81,8/11/2012
2196,0.7,SI1,Premium,F,60.4,58,5.76,5.82,3.5,8/11/2012
820,0.27,IF,Premium,F,61.7,57,4.21,4.12,2.57,8/11/2012
565,0.34,SI1,Ideal,E,61.9,55,4.51,4.53,2.8,8/11/2012
1000,0.38,VS1,Premium,E,60.7,59,4.65,4.7,2.84,8/11/2012
945,0.42,SI1,Very Good,G,63.2,57,4.79,4.77,3.02,8/11/2012
